IP1,IP2,IP3,IP4,case
82,36,25,178,0
164,19,113,193,0
202,180,142,100,0
240,87,104,62,0
57,236,75,16,0
242,201,152,253,0
167,37,254,164,0
171,139,31,8,0
32,202,219,223,0
47,172,109,93,0
55,207,233,177,0
198,132,174,53,0
224,2,18,247,0
126,142,196,21,0
62,158,150,196,0
227,178,208,21,0
96,199,155,115,0
180,89,187,19,0
99,23,164,124,0
177,95,22,72,0
209,16,32,196,0
185,190,81,234,0
183,1,157,66,0
66,34,124,126,0
140,129,4,76,0
244,245,47,5,0
41,20,115,82,0
92,188,176,6,0
178,132,158,239,0
70,52,244,149,0
214,166,173,145,0
195,236,7,226,0
226,5,207,130,0
108,105,97,175,0
232,166,72,212,0
108,220,151,175,0
210,40,231,237,0
19,109,24,73,0
195,168,144,218,0
101,242,29,200,0
201,1,218,71,0
62,159,213,251,0
61,99,65,120,0
158,98,50,157,0
170,82,127,83,0
250,44,59,214,0
211,228,218,112,0
165,207,50,32,0
2,151,52,89,0
240,96,6,119,0
75,206,234,44,0
178,226,12,23,0
135,179,196,168,0
160,186,226,190,0
7,79,200,197,0
2,209,206,234,0
85,61,15,146,0
199,192,239,134,0
129,128,67,140,0
115,45,181,184,0
127,129,227,99,0
154,37,53,164,0
52,216,166,96,0
90,98,239,81,0
101,199,136,78,0
196,1,74,100,0
106,229,225,86,0
166,241,183,48,0
197,105,220,132,0
29,217,73,194,0
126,242,241,6,0
231,175,138,92,0
111,31,137,53,0
104,117,218,140,0
22,62,127,168,0
13,97,51,164,0
179,223,7,142,0
46,154,23,255,0
196,234,104,153,0
152,156,31,214,0
76,183,125,6,0
49,228,253,247,0
230,151,101,21,0
17,110,176,116,0
27,212,200,236,0
151,200,200,250,0
42,187,7,218,0
39,69,108,103,0
209,123,233,203,0
191,57,157,24,0
22,132,165,176,0
5,109,254,1,0
10,125,216,71,0
63,234,201,221,0
24,50,9,242,0
126,148,160,254,0
241,16,145,124,0
168,51,148,60,0
3,203,57,133,0
106,71,79,17,0
228,118,98,9,0
34,4,25,144,0
203,220,101,136,0
116,80,71,209,0
203,22,44,98,0
72,183,148,178,0
156,211,159,242,0
241,55,219,42,0
65,176,121,118,0
21,95,84,134,0
6,215,33,239,0
207,24,85,214,0
242,84,73,58,0
49,201,67,127,0
139,74,35,229,0
118,255,120,121,0
56,11,26,202,0
25,40,219,214,0
160,195,143,23,0
46,183,73,104,0
20,228,132,24,0
146,88,231,127,0
150,242,123,102,0
136,245,148,77,0
225,127,32,177,0
68,128,80,126,0
106,17,183,223,0
210,133,92,8,0
52,122,145,249,0
66,44,82,85,0
74,35,6,13,0
88,161,192,122,0
158,247,78,95,0
18,70,136,49,0
7,22,161,28,0
211,225,249,195,0
58,118,166,66,0
1,171,69,22,0
197,117,224,102,0
32,205,200,75,0
9,250,140,71,0
34,11,129,117,0
39,250,201,175,0
92,25,209,91,0
196,80,240,199,0
210,147,190,108,0
106,36,179,180,0
127,148,23,39,0
151,80,196,51,0
171,211,163,166,0
143,45,39,127,0
142,136,85,100,0
103,18,51,60,0
10,116,20,203,0
228,75,65,155,0
2,82,254,95,0
31,2,54,46,0
214,102,82,98,0
29,161,149,147,0
104,3,18,196,0
37,242,212,1,0
29,34,170,158,0
9,24,159,10,0
35,188,167,27,0
89,239,188,99,0
211,247,241,255,0
111,44,152,154,0
226,25,214,21,0
80,18,5,94,0
120,182,233,103,0
207,112,106,224,0
169,48,104,254,0
50,20,125,144,0
228,10,68,18,0
206,54,14,27,0
222,173,52,69,0
241,8,234,158,0
72,139,4,9,0
1,117,7,68,0
147,172,169,28,0
143,10,148,102,0
123,185,201,140,0
145,49,135,152,0
231,237,88,157,0
126,219,162,200,0
185,27,164,245,0
112,209,104,180,0
131,157,4,41,0
167,47,168,168,0
23,186,236,115,0
200,95,248,57,0
119,250,152,227,0
174,35,167,153,0
135,98,201,159,0
66,195,175,104,0
8,116,121,251,0
79,150,136,172,0
38,211,254,17,0
187,193,67,206,0
210,165,12,118,0
17,58,227,20,0
233,180,121,180,0
11,97,182,190,0
129,176,15,68,0
211,138,125,193,0
67,157,179,185,0
227,248,143,146,0
206,81,143,82,0
49,33,222,11,0
113,232,153,27,0
6,165,151,24,0
53,165,134,3,0
212,8,4,189,0
93,126,29,241,0
137,183,60,150,0
77,250,245,189,0
139,217,93,75,0
172,172,83,151,0
203,95,248,39,0
142,214,115,220,0
91,93,219,63,0
84,94,142,232,0
207,126,70,217,0
209,25,6,51,0
136,208,112,8,0
245,163,159,202,0
211,92,144,74,0
29,172,72,196,0
111,162,88,110,0
128,98,12,48,0
165,49,247,138,0
200,29,135,187,0
204,131,149,127,0
62,108,214,83,0
234,72,186,19,0
64,217,28,246,0
202,59,219,194,0
226,159,78,176,0
19,46,127,147,0
72,181,24,166,0
237,93,25,42,0
245,252,253,49,0
236,7,241,196,0
47,172,196,159,0
90,129,102,107,0
167,137,216,136,0
234,230,237,54,0
132,113,13,88,0
82,2,85,71,0
236,10,204,69,0
209,88,209,38,0
181,209,175,95,0
63,215,3,100,0
16,82,254,125,0
148,181,32,228,0
204,164,245,161,0
81,25,47,123,0
81,189,215,31,0
59,254,91,107,0
220,139,201,56,0
23,115,143,177,0
225,243,213,99,0
81,164,206,110,0
15,168,34,180,0
143,197,231,204,0
4,17,79,133,0
153,4,153,212,0
242,161,151,9,0
56,249,20,216,0
249,190,207,142,0
190,16,212,109,0
222,19,81,134,0
25,56,241,63,0
92,200,71,10,0
172,254,218,35,0
234,42,123,98,0
201,30,70,181,0
163,120,219,251,0
58,57,169,34,0
128,238,147,65,0
154,179,72,19,0
77,8,240,254,0
74,138,54,62,0
81,50,16,129,0
9,140,114,176,0
74,184,143,148,0
17,48,127,189,0
84,201,225,85,0
12,224,102,237,0
241,230,84,65,0
11,83,72,216,0
49,246,147,217,0
74,176,122,98,0
209,221,148,217,0
77,197,136,151,0
201,8,39,57,0
141,3,104,134,0
49,232,77,130,0
196,122,75,254,0
220,24,175,107,0
85,46,240,222,0
141,238,101,179,0
132,67,26,197,0
72,155,25,156,0
227,205,188,70,0
107,185,133,32,0
222,22,18,214,0
92,28,11,83,0
222,87,218,129,0
165,62,185,228,0
190,78,134,184,0
216,116,105,152,0
98,88,211,41,0
171,236,237,110,0
147,148,255,136,0
207,2,9,50,0
75,48,83,6,0
109,255,87,34,0
115,64,89,134,0
173,174,152,195,0
137,231,179,222,0
133,54,41,254,0
187,203,201,8,0
158,63,36,214,0
124,129,173,252,0
195,179,90,80,0
7,153,26,27,0
128,154,56,124,0
218,60,51,49,0
73,18,143,72,0
245,184,29,240,0
131,218,78,249,0
125,131,107,1,0
67,220,177,196,0
80,234,86,42,0
52,173,163,203,0
11,201,30,118,0
137,231,205,25,0
217,120,24,135,0
25,147,152,49,0
41,223,185,134,0
130,183,234,214,0
64,44,144,236,0
134,235,157,172,0
10,254,123,182,0
70,33,144,232,0
84,104,205,183,0
232,86,181,169,0
131,168,108,40,0
158,245,203,93,0
186,175,97,115,0
165,64,125,228,0
73,60,45,15,0
124,71,101,239,0
198,197,165,234,0
105,21,182,136,0
212,148,154,164,0
214,194,62,58,0
171,193,89,191,0
85,217,155,59,0
145,141,60,39,0
197,171,128,99,0
116,248,252,132,0
81,236,126,61,0
128,124,55,232,0
205,8,220,246,0
215,227,124,143,0
190,107,86,169,0
245,156,182,101,0
202,239,201,52,0
232,113,142,192,0
68,166,1,48,0
171,106,143,63,0
103,103,115,203,0
35,90,180,36,0
11,160,247,12,0
52,255,89,3,0
83,70,217,82,0
153,45,249,70,0
144,7,163,59,0
220,110,252,51,0
83,53,207,236,0
228,165,110,161,0
152,253,211,185,0
69,108,46,24,0
217,136,208,179,0
201,143,90,128,0
42,202,194,169,0
38,62,204,144,0
130,22,139,75,0
146,230,46,128,0
47,233,213,11,0
47,98,166,32,0
167,45,100,213,0
227,34,30,241,0
132,64,204,133,0
228,138,13,52,0
127,252,128,20,0
177,223,25,78,0
237,242,112,118,0
224,156,122,248,0
180,131,76,92,0
69,210,67,171,0
11,190,214,69,0
240,192,188,186,0
141,97,7,54,0
23,191,186,252,0
162,229,37,15,0
243,12,154,80,0
202,45,23,230,0
2,23,82,87,0
75,35,100,73,0
220,54,85,52,0
80,53,157,177,0
230,56,233,100,0
129,134,212,227,0
121,38,236,101,0
222,109,63,58,0
161,188,126,206,0
166,160,30,156,0
195,121,165,90,0
199,107,78,118,0
224,137,162,168,0
183,24,125,173,0
160,228,175,201,0
181,213,43,75,0
175,14,186,29,0
135,157,33,239,0
227,25,214,197,0
138,171,158,59,0
234,92,18,28,0
226,239,33,64,0
172,114,178,130,0
107,29,199,84,0
30,255,147,254,0
18,57,213,86,0
82,243,123,133,0
91,16,179,101,0
123,50,247,25,0
117,203,126,233,0
227,187,29,225,0
9,29,163,117,0
225,192,172,156,0
43,60,165,123,0
233,7,245,115,0
203,99,30,108,0
242,178,178,11,0
62,90,19,91,0
65,220,122,229,0
218,214,247,94,0
19,185,246,186,0
250,154,193,34,0
64,92,168,129,0
196,99,195,104,0
164,131,33,180,0
186,231,242,89,0
49,101,183,254,0
88,46,36,95,0
251,225,134,147,0
107,158,63,72,0
52,101,199,37,0
56,18,87,105,0
199,159,236,167,0
142,220,145,214,0
62,86,116,75,0
190,25,69,234,0
231,74,52,145,0
239,152,66,224,0
6,64,191,107,0
120,45,247,130,0
157,239,155,223,0
28,122,222,90,0
57,31,106,228,0
44,136,21,242,0
112,200,122,59,0
20,183,141,99,0
208,75,179,229,0
207,71,28,32,0
100,172,52,127,0
236,119,22,109,0
14,77,66,17,0
121,181,232,152,0
4,209,138,10,0
67,6,111,30,0
25,60,23,32,0
244,108,211,118,0
139,109,193,162,0
185,6,211,139,0
240,73,209,63,0
123,178,235,91,0
193,225,41,187,0
226,140,154,179,0
119,117,240,217,0
182,53,96,104,0
200,26,232,107,0
254,20,141,16,0
222,118,154,7,0
89,235,94,136,0
137,114,220,125,0
166,22,78,119,0
187,193,22,137,0
239,228,161,125,0
48,57,68,104,0
129,49,153,180,0
103,69,192,90,0
6,251,245,81,0
146,199,249,43,0
230,21,247,49,0
179,234,115,149,0
221,119,74,135,0
65,91,224,159,0
7,65,180,189,0
137,91,4,255,0
110,108,101,94,0
33,99,240,91,0
73,180,48,50,0
143,247,249,117,0
2,142,174,183,0
212,128,10,129,0
209,197,82,67,0
200,234,116,26,0
189,197,231,217,0
65,155,219,107,0
177,95,65,56,0
95,43,241,168,0
182,17,172,142,0
45,87,145,207,0
151,59,90,75,0
92,113,177,39,0
151,127,156,205,0
229,22,143,93,0
26,51,67,147,0
163,129,20,75,0
2,160,191,125,0
8,171,40,187,0
162,67,90,76,0
20,118,151,68,0
220,25,135,120,0
27,185,194,237,0
201,141,63,208,0
7,191,219,222,0
242,10,51,171,0
163,57,153,21,0
246,111,47,143,0
230,210,89,103,0
139,70,154,37,0
78,217,121,86,0
239,217,29,34,0
179,123,47,78,0
108,12,74,140,0
228,78,58,250,0
153,171,145,241,0
193,14,159,162,0
99,214,165,220,0
34,82,244,71,0
244,94,223,191,0
37,211,237,199,0
191,225,91,13,0
112,78,146,120,0
235,58,219,5,0
249,123,240,154,0
122,14,209,164,0
87,58,130,94,0
139,40,144,205,0
34,35,181,21,0
75,38,47,20,0
163,28,233,201,0
39,164,249,82,0
77,113,91,175,0
127,143,207,215,0
169,47,224,110,0
110,8,7,32,0
35,25,68,36,0
37,166,41,212,0
29,232,35,193,0
137,190,107,158,0
69,178,192,111,0
154,129,197,125,0
183,21,223,9,0
137,236,17,165,0
25,193,205,83,0
136,96,116,73,0
118,80,159,175,0
169,130,234,109,0
44,175,233,144,0
14,59,183,128,0
253,247,178,86,0
173,25,189,78,0
151,175,249,113,0
138,47,106,15,0
26,216,244,178,0
168,65,141,14,0
92,246,118,1,0
91,87,28,213,0
21,183,130,4,0
74,95,60,118,0
4,186,76,178,0
92,43,225,3,0
129,60,108,145,0
91,193,223,241,0
122,27,24,175,0
4,112,73,172,0
77,64,12,114,0
240,160,159,135,0
202,108,105,122,0
203,39,2,48,0
196,133,192,206,0
129,146,199,255,0
78,120,25,179,0
139,239,105,87,0
62,221,58,153,0
108,72,73,133,0
200,216,240,199,0
194,149,238,234,0
42,147,124,60,0
221,115,23,167,0
109,224,245,127,0
108,132,96,25,0
130,46,123,251,0
135,160,74,209,0
209,219,39,125,0
62,104,30,155,0
152,118,21,187,0
100,96,109,60,0
235,166,89,41,0
181,29,183,84,0
172,217,245,134,0
89,252,76,179,0
247,212,18,132,0
70,227,148,93,0
79,86,145,232,0
184,77,108,9,0
71,223,51,21,0
20,189,152,17,0
109,181,146,73,0
179,252,255,109,0
208,234,171,83,0
132,87,231,34,0
171,234,154,254,0
176,162,63,142,0
85,241,57,100,0
183,17,213,50,0
139,255,70,77,0
187,174,61,133,0
41,20,252,193,0
34,178,210,53,0
217,176,211,225,0
20,164,209,233,0
142,136,205,152,0
254,54,71,208,0
219,144,158,138,0
74,33,80,202,0
125,35,96,220,0
202,217,193,28,0
137,166,177,133,0
255,137,98,207,0
175,83,29,58,0
226,106,29,113,0
89,79,183,79,0
225,230,173,223,0
82,204,55,77,0
87,92,94,129,0
179,220,55,109,0
49,250,1,142,0
241,82,128,182,0
216,75,215,225,0
147,6,34,16,0
246,167,158,173,0
164,228,104,31,0
160,145,162,88,0
108,6,82,221,0
23,28,162,196,0
40,100,214,26,0
108,243,99,111,0
93,98,138,79,0
37,61,51,131,0
58,127,66,61,0
90,37,32,198,0
183,100,142,131,0
147,111,189,46,0
166,182,179,209,0
116,123,225,149,0
222,75,127,64,0
242,72,91,237,0
94,165,147,44,0
162,209,240,47,0
81,123,219,14,0
139,21,140,23,0
53,194,142,65,0
220,22,164,202,0
83,24,101,56,0
43,212,87,78,0
223,234,1,248,0
128,209,246,207,0
243,180,210,68,0
186,70,145,149,0
182,83,96,223,0
90,146,50,46,0
54,88,117,15,0
8,149,91,78,0
60,99,147,107,0
211,60,209,186,0
219,86,31,121,0
13,87,156,161,0
93,201,9,124,0
238,191,48,63,0
110,238,171,196,0
209,169,204,20,0
216,200,29,196,0
105,113,131,52,0
181,215,187,190,0
179,107,156,65,0
24,81,30,21,0
14,194,167,57,0
196,87,110,251,0
45,181,60,167,0
71,144,254,143,0
6,166,158,100,0
73,7,132,197,0
124,86,234,27,0
156,33,196,172,0
57,234,53,63,0
73,125,185,27,0
125,166,153,127,0
243,38,107,15,0
60,2,19,108,0
71,219,171,38,0
218,100,23,224,0
194,239,135,30,0
31,177,187,255,0
123,118,123,191,0
136,170,151,201,0
169,111,137,204,0
182,226,119,229,0
20,197,157,49,0
116,255,255,190,0
225,99,128,27,0
108,105,165,89,0
130,17,74,9,0
16,171,54,22,0
201,205,15,128,0
60,188,234,181,0
8,197,82,134,0
99,128,221,71,0
69,112,225,63,0
171,188,195,90,0
140,29,11,82,0
153,221,89,84,0
237,87,31,213,0
202,177,48,55,0
130,119,119,60,0
166,75,156,232,0
32,90,202,88,0
94,23,209,223,0
69,128,150,99,0
245,118,103,251,0
206,218,83,155,0
112,114,88,139,0
193,63,53,161,0
190,93,196,75,0
60,120,119,224,0
183,152,192,100,0
148,87,153,236,0
253,74,143,186,0
253,131,65,82,0
77,243,249,212,0
82,15,40,172,0
101,72,84,76,0
237,35,254,218,0
2,101,20,214,0
47,43,150,219,0
195,46,202,32,0
22,236,91,111,0
143,191,8,226,0
17,145,178,204,0
164,211,106,59,0
21,55,8,77,0
167,220,143,191,0
50,100,169,19,0
148,182,57,133,0
10,144,224,250,0
176,228,50,71,0
47,192,120,35,0
58,65,23,13,0
199,204,21,106,0
3,52,175,145,0
20,106,143,159,0
113,17,244,199,0
73,218,174,208,0
2,132,60,189,0
234,62,102,247,0
141,31,171,7,0
219,45,163,118,0
38,206,67,175,0
180,91,135,61,0
168,123,129,14,0
156,222,140,107,0
196,198,73,141,0
254,127,136,181,0
18,76,170,12,0
177,222,57,184,0
193,22,21,145,0
177,28,19,155,0
55,120,7,7,0
165,64,29,131,0
58,117,69,71,0
107,237,171,106,0
106,143,231,150,0
232,189,62,223,0
23,251,63,69,0
206,3,126,251,0
133,221,129,230,0
223,24,212,136,0
210,36,33,147,0
188,240,25,6,0
95,232,116,65,0
92,190,165,97,0
24,147,116,236,0
213,38,111,177,0
159,233,60,225,0
192,160,172,72,0
186,215,198,89,0
76,91,231,93,0
185,41,255,222,0
255,111,52,219,0
129,118,171,234,0
144,131,2,152,0
189,128,123,29,0
55,250,71,227,0
27,34,163,176,0
101,2,234,35,0
123,234,97,106,0
152,157,158,52,0
94,152,129,80,0
202,125,125,241,0
242,180,117,46,0
195,225,164,234,0
117,84,209,51,0
98,65,174,40,0
28,58,253,42,0
102,203,176,208,0
240,216,37,56,0
104,232,1,178,0
163,245,31,246,0
116,161,229,121,0
145,29,212,25,0
217,179,42,177,0
212,186,163,19,0
198,230,157,50,0
193,200,183,4,0
201,222,78,238,0
221,37,224,36,0
63,162,197,72,0
61,53,66,118,0
197,128,161,175,0
114,97,150,32,0
136,137,147,102,0
208,239,68,194,0
208,19,93,74,0
91,171,209,101,0
42,233,233,64,0
218,48,240,3,0
64,125,13,86,0
77,144,61,29,0
41,38,30,154,0
49,72,172,255,0
233,231,86,8,0
122,252,24,113,0
240,153,187,175,0
23,100,207,203,0
206,12,38,60,0
131,71,143,65,0
64,8,15,195,0
107,83,245,124,0
244,199,88,151,0
223,203,189,186,0
59,246,218,65,0
81,31,9,48,0
43,69,167,114,0
74,234,185,108,0
1,42,26,208,0
123,145,111,92,0
136,189,71,249,0
80,194,208,48,0
184,131,102,147,0
149,100,249,163,0
145,21,74,28,0
229,50,15,63,0
254,156,65,244,0
44,31,21,97,0
251,249,164,171,0
88,63,60,30,0
91,161,208,207,0
189,142,74,198,0
118,76,95,201,0
171,114,237,14,0
153,117,242,197,0
95,34,154,49,0
238,194,35,197,0
81,158,194,190,0
48,131,252,201,0
45,223,124,238,0
176,209,129,149,0
50,93,216,155,0
127,155,5,205,0
242,139,24,52,0
130,44,15,108,0
244,209,201,3,0
100,168,223,51,0
152,130,190,178,0
150,119,226,151,0
179,140,177,226,0
3,191,244,98,0
75,245,21,164,0
109,91,71,51,0
127,201,43,181,0
160,232,52,52,0
41,96,11,111,0
140,237,137,12,0
247,140,19,253,0
160,32,132,60,0
211,173,105,232,0
245,58,93,24,0
153,18,89,227,0
60,97,14,232,0
10,9,198,135,0
141,94,108,6,0
219,200,240,73,0
148,213,111,15,0
142,102,119,87,0
102,69,137,134,0
71,56,89,226,0
79,211,57,120,0
75,238,60,17,0
81,75,43,22,0
182,195,208,66,0
126,190,69,90,0
158,53,150,148,0
145,80,233,154,0
126,162,40,78,0
57,218,248,161,0
171,38,110,163,0
124,148,183,59,0
251,43,112,174,0
114,158,129,134,0
158,154,226,152,0
146,93,62,252,0
232,170,176,37,0
194,2,152,178,0
130,236,153,116,0
255,122,105,20,0
49,117,11,47,0
93,142,65,219,0
28,196,27,55,0
163,9,12,123,0
124,73,181,216,0
222,189,79,231,0
78,226,134,140,0
236,133,184,185,0
48,136,56,6,0
76,178,167,131,0
85,116,200,92,0
94,191,153,52,0
34,138,6,182,0
205,210,24,154,0
48,85,203,241,0
177,70,159,249,0
102,117,78,38,0
81,41,208,134,0
193,100,92,29,0
45,30,120,189,0
15,88,57,189,0
40,197,251,88,0
87,148,54,110,0
1,6,72,67,0
88,133,212,191,0
255,38,101,88,0
121,145,172,207,0
141,195,254,160,0
221,34,47,196,0
174,190,224,78,0
242,255,66,237,0
211,117,178,138,0
147,122,191,64,0
201,113,238,140,0
207,249,145,106,0
20,106,16,80,0
4,148,166,105,0
70,221,198,161,0
44,222,71,53,0
178,42,5,144,0
76,130,126,192,0
99,59,25,186,0
151,43,196,155,0
59,186,124,32,0
229,183,159,197,0
159,247,44,63,0
251,65,96,195,0
158,73,170,99,0
66,6,96,6,0
105,243,142,99,0
185,127,156,194,0
176,69,229,10,0
226,41,37,102,0
191,205,42,56,0
48,130,136,220,0
121,154,248,31,0
71,241,174,57,0
213,70,137,235,0
216,201,47,1,0
109,68,124,140,0
140,44,17,35,0
251,64,71,230,0
123,210,5,137,0
58,124,231,152,0
19,135,23,152,0
77,218,34,76,0
33,32,56,241,0
93,51,120,83,0
200,126,206,208,0
13,36,197,186,0
18,138,224,80,0
247,248,112,244,0
250,201,141,173,0
117,225,211,94,0
176,7,19,41,0
143,16,156,221,0
48,201,41,236,0
52,10,61,60,0
16,1,100,42,0
22,55,120,87,0
109,170,112,178,0
46,202,18,47,0
227,83,35,225,0
122,42,68,120,0
78,76,210,54,0
95,213,17,137,0
68,228,182,129,0
255,87,234,133,0
130,70,211,203,0
246,88,120,161,0
137,2,2,3,0
176,116,43,204,0
240,142,169,94,0
211,155,106,226,0
214,45,41,45,0
188,206,168,179,0
206,63,90,32,0
6,164,247,13,0
32,215,135,129,0
24,59,75,4,0
212,111,67,26,0
106,78,178,219,0
49,118,209,64,0
255,58,145,63,0
240,141,62,16,0
75,105,135,251,0
79,35,185,4,0
39,213,149,80,0
199,198,125,53,0
168,115,232,80,0
253,106,149,71,0
41,20,231,95,0
65,11,39,183,0
218,99,100,58,0
62,187,137,110,0
1,41,108,219,0
113,177,187,132,0
232,93,77,98,0
131,137,127,56,0
231,191,24,82,0
19,93,69,18,0
84,144,58,10,0
197,40,113,211,0
251,13,51,235,0
161,49,14,239,0
115,174,174,162,0
40,10,226,236,0
215,83,104,59,0
27,151,38,68,0
237,85,132,116,0
105,117,222,67,0
61,150,54,134,0
255,191,55,78,0
108,214,205,11,0
82,5,221,161,0
121,59,3,52,0
121,189,162,85,0
172,85,40,15,0
13,117,105,230,0
39,36,226,153,0
124,98,97,113,0
104,4,225,109,0
70,1,74,76,0
30,208,159,7,0
109,141,132,139,0
106,99,66,222,0
125,121,212,65,0
29,145,9,207,0
191,12,201,227,0
242,235,170,106,0
142,88,216,150,0
179,10,137,125,0
22,14,255,238,0
72,159,189,142,0
181,83,229,230,0
232,64,40,222,0
110,43,183,162,0
173,193,162,63,0
59,49,42,245,0
221,114,176,238,0
212,43,183,14,0
100,98,117,52,0
130,152,233,189,0
104,169,51,175,0
94,227,68,141,0
241,104,61,143,0
147,161,129,33,0
226,3,197,19,0
171,37,232,153,0
208,2,130,186,0
7,92,83,20,0
3,128,202,196,0
132,235,139,20,0
112,185,128,241,0
143,123,134,206,0
214,114,15,30,0
95,148,81,208,0
55,152,130,101,0
101,163,14,193,0
213,207,52,35,0
63,148,62,56,0
134,77,93,84,0
183,71,54,93,0
14,60,112,25,0
70,44,205,82,0
110,106,220,42,0
70,81,80,127,0
239,36,156,78,0
221,207,240,58,0
242,93,235,125,0
151,84,254,88,0
181,212,194,126,0
80,245,143,34,0
209,162,84,42,0
29,250,143,186,0
100,224,221,88,0
25,206,61,243,0
173,204,4,157,0
61,255,195,100,0
197,220,59,230,0
197,88,115,114,0
249,70,134,38,0
49,248,76,25,0
119,213,126,243,0
221,236,87,221,0
142,215,108,34,0
249,42,136,238,0
40,217,16,2,0
219,18,20,5,0
158,97,124,194,0
35,226,132,72,0
126,17,226,165,0
9,114,225,90,0
11,143,150,222,0
145,121,73,160,0
219,229,194,230,0
253,132,179,38,0
36,102,69,72,0
196,117,215,133,0
176,2,124,72,0
247,247,247,118,0
69,27,112,112,0
22,226,116,129,0
186,116,110,18,0
250,31,144,174,0
230,66,56,158,0
144,44,9,180,0
219,229,174,29,0
201,206,163,22,0
205,22,160,141,0
49,95,177,117,0
59,99,138,19,0
195,90,134,253,0
226,210,247,148,0
213,33,182,31,0
37,219,17,98,0
146,39,220,252,0
65,87,154,45,0
152,64,255,164,0
216,163,143,209,0
87,248,190,50,0
192,20,185,24,0
189,117,41,47,0
38,42,23,105,0
254,29,27,172,0
228,182,118,211,0
82,63,235,98,0
132,96,199,178,0
81,105,128,171,0
